id,tenure,claim.ind,n.adults,n.children,ni.gender,ni.marital.status,premium,sales.channel,coverage.type,dwelling.type,len.at.res,credit,house.color,ni.age,year,zip.code,cancel
1555,3,0,2,3,M,1,1007.512022,Phone,A,House,18,high,blue,34,2013,15012,0
1556,14,0,2,6,M,1,807.8415869,Broker,C,House,16,high,white,56,2013,85021,0
1557,4,0,2,2,F,1,836.9809477,Phone,B,House,10,low,white,28,2013,80013,0
1558,2,0,2,1,M,1,960.1137953,Online,C,House,19,high,yellow,31,2013,50027,0
1559,18,0,3,3,F,1,836.5992066,Broker,A,House,15,high,blue,56,2013,85074,0
1560,20,1,3,2,M,0,829.0786286,Phone,C,House,17,high,yellow,44,2013,85028,0
1561,9,1,1,0,M,0,816.289235,Phone,A,House,17,low,white,56,2013,15001,0
1562,10,0,1,1,M,1,982.468623,Phone,C,House,10,medium,blue,43,2013,20119,0
1563,14,0,4,2,M,1,872.5261592,Broker,C,House,21,high,red,49,2013,85039,0
1564,10,0,1,0,M,1,868.0255221,Phone,A,House,21,high,red,62,2013,85062,0
1565,18,0,2,0,M,1,959.3424392,Broker,C,House,15,high,yellow,57,2013,15049,0
1566,17,0,2,1,M,1,859.8921443,Broker,B,House,19,high,red,59,2013,50008,0
1567,13,0,3,1,M,1,1038.417006,Broker,B,House,15,high,yellow,41,2013,80005,0
1568,14,1,4,0,F,0,954.3764054,Broker,B,House,16,high,blue,41,2013,85055,0
1569,23,0,3,2,F,1,982.5534686,Broker,A,Tenant,17,medium,white,46,2013,85036,0
1570,3,0,1,1,F,0,880.6003895,Broker,B,Condo,19,high,white,34,2013,80028,1
1571,16,0,2,6,F,1,767.7820836,Phone,A,Condo,14,high,white,43,2013,50048,0
1572,2,0,1,0,F,0,923.4881436,Phone,C,Condo,15,high,red,33,2013,85075,0
1573,4,1,2,1,M,1,902.8075521,Online,B,House,18,high,red,23,2013,50021,0
1574,16,0,4,3,F,1,995.4318238,Phone,C,Condo,16,medium,white,58,2013,98032,1
1575,21,0,1,8,F,1,764.1161538,Broker,C,Tenant,12,medium,blue,45,2013,85008,0
1576,18,0,3,0,F,1,1051.595768,Broker,C,House,11.29946029,medium,white,40,2013,98034,0
1577,15,0,1,3,M,1,934.9053606,Phone,A,House,21,medium,red,46,2013,80020,0
1578,27,0,3,8,F,1,952.2982081,Broker,A,House,17,medium,blue,49,2013,15018,1
1579,13,0,1,4,M,1,845.4732199,Broker,C,Tenant,13,low,blue,58,2013,50028,0
1580,15,0,3,0,M,0,814.4790606,Broker,A,House,10,high,blue,42,2014,98034,0
1581,10,0,1,2,F,1,1026.436077,Phone,A,House,21,low,yellow,42,2014,85039,0
1582,6,0,3,0,M,0,895.4124349,Phone,B,House,15,high,white,28,2014,80002,0
1583,13,0,2,11,F,1,1006.360852,Broker,C,House,15,high,red,52,2014,15021,1
1584,6,0,3,1,M,0,858.5764561,Broker,A,House,16,high,white,31,2014,85051,0
1585,10,0,1,2,F,1,903.7417768,Broker,C,Tenant,13,high,blue,50,2014,98036,0
1586,18,0,2,0,F,0,779.9164745,Phone,A,House,17,high,blue,42,2014,85079,0
1587,13,0,1,1,M,1,828.8496749,Phone,A,House,19,high,red,43,2014,50028,0
1588,3,1,2,0,F,1,1003.73357,Broker,B,Tenant,18,low,yellow,36,2014,80024,1
1589,22,1,2,4,F,1,822.6660187,Broker,B,House,10,medium,yellow,43,2014,98030,1
1590,13,1,2,1,M,1,795.3260722,Phone,C,House,14,high,white,44,2014,98034,1
1591,20,1,1,2,M,1,860.5260012,Phone,C,House,17,medium,yellow,65,2014,50021,0
1592,6,0,1,3,M,1,880.3106494,Broker,B,Tenant,11,low,white,36,2014,80028,0
1593,7,0,5,0,F,1,818.7659516,Broker,B,Tenant,16,low,white,30,2014,20141,1
1594,20,0,1,1,F,1,885.9758356,Broker,C,Condo,18,high,yellow,61,2014,85070,0
1595,3,0,1,4,M,1,914.414803,Phone,A,Tenant,13,high,white,22,2014,80016,0
1596,2,0,1,8,M,1,982.3034825,Phone,A,Condo,8,high,white,30,2014,50035,0
1597,7,1,3,8,M,1,942.3516613,Broker,A,Tenant,8,high,red,45,2014,20163,0
1598,13,0,1,2,F,0,827.1792748,Broker,C,Tenant,9,high,white,44,2014,15026,0
1599,13,0,2,2,F,1,825.3186617,Broker,C,Condo,12,medium,blue,62,2014,85078,0
1600,19,0,3,3,F,1,857.8324557,Broker,A,Condo,13,medium,red,199.8435901,2014,80002,0
1601,14,0,4,3,M,1,810.6973676,Broker,C,Condo,15,high,white,39,2014,85025,1
1602,18,0,2,1,M,1,923.4921694,Phone,A,House,14,low,white,52,2014,50009,1
1603,3,0,2,0,F,0,821.8297065,Broker,B,House,13,high,blue,34,2014,98026,1
1604,16,0,4,2,F,1,869.2047727,Phone,C,House,11,low,red,57,2014,80030,0
1605,15,0,1,7,M,1,951.4616037,Phone,B,House,12,medium,white,46,2014,50048,1
1606,15,1,1,2,M,1,1045.590795,Broker,C,Condo,18,high,white,46,2014,98006,0
1607,12,0,1,2,M,1,853.357111,Broker,A,House,21,high,white,76,2014,50043,0
1608,14,0,3,0,F,0,786.3659536,Broker,C,Condo,16,medium,white,39,2014,80021,0
1609,14,1,3,0,M,0,883.0687753,Broker,A,House,12,high,white,40,2014,98034,0
1610,14,0,2,0,M,1,1001.313159,Broker,A,Tenant,11,high,yellow,38,2014,50039,1
1611,4,1,5,3,M,1,921.4438866,Broker,C,House,11,high,red,35,2014,80026,0
1612,18,0,1,0,M,1,770.8969917,Phone,B,Tenant,15,high,white,49,2014,98008,1
1613,10,0,1,2,F,1,894.8022943,Phone,C,House,20,high,yellow,48,2014,15021,0
1614,11,0,4,2,M,1,830.4120185,Broker,C,Tenant,12,high,red,57,2014,85076,0
1615,12,0,3,0,F,0,963.2028149,Broker,C,Tenant,22,medium,blue,31,2014,15047,0
1616,11,0,1,0,F,0,984.8270279,Phone,C,House,18,high,white,58,2014,98006,0
1617,9,0,2,1,M,1,745.5443065,Broker,C,Condo,20,high,white,29,2014,50048,0
1618,18,0,1,0,M,0,939.4884951,Broker,C,Tenant,12,high,red,39,2014,80020,1
1619,3,0,5,0,M,0,878.3166167,Broker,A,House,48.11797683,medium,red,27,2014,50047,1
1620,3,0,1,0,F,0,1032.72699,Broker,A,House,19,high,red,35,2014,50051,0
1621,15,0,1,8,M,1,788.0878386,Broker,C,House,10,low,yellow,38,2014,98022,0
1622,17,0,6,2,F,0,913.0648216,Broker,B,House,18,low,blue,67,2014,85034,0
1623,11,0,2,3,F,1,807.9173602,Phone,B,Tenant,9,medium,blue,49,2014,50055,0
1624,19,0,4,6,M,1,929.2543502,Phone,C,House,13,high,white,44,2014,80105,0
1625,12,1,1,0,F,1,923.4558984,Phone,C,House,13,medium,red,45,2014,85042,0
1626,3,0,4,11,M,1,935.5081547,Broker,C,House,14,medium,white,36,2014,50013,1
1627,15,0,3,0,F,1,862.5071459,Phone,B,House,25,low,red,59,2014,50037,0
1628,5,0,2,0,F,0,742.2820712,Broker,C,House,10,medium,blue,26,2014,50021,1
1629,5,1,3,0,F,0,953.6015132,Phone,C,Condo,14,low,blue,36,2014,50021,-1
1630,12,0,1,0,F,1,855.3423784,Phone,B,House,16,medium,red,46,2014,98003,1
1631,3,0,3,0,F,1,855.8455827,Phone,A,House,16,medium,blue,30,2014,50022,0
1632,9,1,5,0,F,0,844.28927,Phone,A,House,13,high,white,51,2014,50032,0
1633,17,0,2,0,M,1,931.4708375,Broker,B,Condo,19,high,yellow,48,2014,80014,0
1634,12,1,5,2,M,0,816.3039926,Broker,B,House,16,low,blue,53,2014,20135,1
1635,17,0,3,0,F,1,974.9958681,Phone,C,House,10,low,white,55,2014,98024,1
1636,7,0,3,1,F,1,849.6980795,Broker,A,House,22,low,white,26,2014,50013,0
1637,18,0,1,2,M,1,857.2486445,Broker,C,Condo,16,high,red,57,2014,85055,0
1638,19,1,2,0,F,1,945.7459975,Broker,A,House,15,high,white,61,2014,50039,0
1639,13,0,4,0,M,1,992.439923,Broker,C,House,15,high,blue,44,2014,80033,1
1640,15,0,4,0,M,1,884.2264692,Phone,A,Tenant,14,high,red,42,2014,80026,0
1641,15,0,1,1,F,1,772.3475566,Phone,A,House,15,low,white,39,2014,15025,0
1642,2,0,1,0,F,0,929.895788,Phone,A,Tenant,17,low,yellow,27,2014,50021,1
1643,11,1,5,0,M,1,825.7066798,Broker,A,Condo,13,high,yellow,61,2014,15028,0
1644,14,1,1,2,M,1,1020.205855,Broker,B,House,13,medium,white,67,2014,85077,1
1645,9,1,1,2,F,1,938.044137,Online,C,Condo,16,high,white,55,2014,80030,0
1646,9,1,2,0,M,0,861.4945359,Broker,C,Condo,20,medium,white,43,2014,80028,1
1647,17,1,3,1,F,1,923.2908102,Phone,C,House,19,high,red,54,2014,15003,0
1648,16,1,3,0,M,1,757.6783841,Broker,C,House,12,high,blue,37,2014,80033,0
1649,22,0,1,1,M,1,849.3245769,Broker,B,House,18,high,white,60,2014,50021,0
1650,17,0,4,2,F,1,887.4073746,Phone,B,Tenant,12,high,white,39,2014,85073,1
1651,14,0,1,0,F,1,795.3665491,Broker,C,Tenant,11,high,white,56,2014,15054,0
1652,3,0,1,7,F,1,933.104134,Online,A,Tenant,16,high,red,27,2014,98034,1
1653,10,1,1,2,M,1,817.4117329,Broker,C,Condo,11,low,blue,47,2014,50041,1
1654,13,0,4,0,F,0,859.2734785,Online,C,Condo,13,high,blue,43,2014,80012,1
1655,18,0,1,1,F,1,1098.637237,Online,C,House,20,high,red,56,2014,80015,0
1656,2,1,1,0,M,0,1037.517879,Phone,B,Condo,19,medium,white,35,2014,98034,0
1657,9,0,2,0,M,0,856.154173,Phone,C,Tenant,17,low,red,43,2014,80023,0
1658,3,0,2,1,M,0,1063.372496,Phone,A,Condo,17,medium,red,33,2014,80033,0
1659,13,0,2,1,F,1,845.2720507,Broker,C,Tenant,14,medium,blue,44,2014,50025,1
1660,5,1,2,3,F,1,781.4122338,Broker,C,House,14,high,white,36,2014,15003,0
1661,27,0,4,2,M,1,806.8898504,Phone,A,House,21,high,white,59,2014,80030,0
1662,12,0,3,0,M,0,816.0655553,Broker,C,Condo,9,high,red,37,2014,85027,0
1663,15,0,1,0,F,1,968.3843214,Broker,C,Condo,12,medium,red,53,2014,50059,0
1664,14,0,1,0,M,0,1047.975828,Broker,C,House,21,medium,blue,57,2014,20146,0
1665,15,0,1,1,M,0,925.0475412,Broker,C,Condo,14,high,red,41,2014,50020,0
1666,0,0,2,0,F,0,921.9811155,Online,B,House,13,medium,white,20,2014,20132,1
1667,9,0,2,0,F,0,892.6754736,Broker,C,Tenant,23,high,white,49,2014,80016,0
1668,18,0,4,9,F,1,853.3404316,Broker,A,House,17,high,yellow,40,2014,80015,1
1669,14,1,4,1,F,0,874.5887907,Broker,C,House,17,low,yellow,47,2014,50049,0
1670,14,0,2,3,M,1,897.9630469,Phone,C,House,15,high,white,58,2014,50027,1
1671,16,0,3,3,F,1,872.4971,Phone,A,House,12,high,blue,58,2014,85066,0
1672,12,0,1,1,M,1,832.3480453,Broker,C,House,14,low,blue,63,2014,20152,1
1673,16,1,3,5,M,1,926.4981041,Phone,A,Condo,15,high,blue,49,2014,80028,0
1674,11,0,2,4,F,1,794.0930722,Phone,B,Tenant,15,low,red,45,2014,80016,1
1675,17,0,2,11,F,1,933.836906,Phone,C,Tenant,21,high,blue,46,2014,50041,0
1676,17,0,1,0,M,1,798.659981,Broker,C,House,11,low,yellow,45,2014,85037,1
1677,15,0,1,8,F,1,747.5400361,Broker,B,Condo,15,high,white,38,2014,50021,0
1678,20,0,2,2,F,0,866.3241959,Online,A,House,11,low,red,42,2014,98006,0
1679,18,0,3,0,M,0,914.7166548,Broker,C,Condo,19,high,white,45,2014,50028,0
1680,15,1,1,0,M,0,948.7966782,Broker,C,House,12,high,red,42,2014,15051,0
1681,13,0,1,11,F,1,932.113693,Phone,B,Tenant,15,high,white,40,2014,80025,0
1682,7,0,2,0,F,1,987.4969299,Broker,A,Condo,14,medium,blue,28,2014,85034,1
1683,18,0,1,0,F,0,980.1806554,Broker,C,House,9,high,red,55,2014,85051,0
1684,22,1,4,1,M,1,936.6832805,Phone,A,Condo,14,high,white,61,2014,50022,0
1685,16,0,1,8,M,1,875.4781221,Phone,C,Tenant,20,low,yellow,49,2014,98013,0
1686,16,0,1,5,F,1,819.6191219,Broker,B,Condo,9,high,white,50,2014,15009,0
1687,6,0,2,2,F,1,968.2890432,Phone,B,Tenant,15,high,red,29,2014,15010,0
1688,5,0,1,2,M,1,966.3065541,Broker,C,House,15,high,red,31,2014,80005,0
1689,8,0,2,1,M,1,882.2475798,Broker,C,Tenant,17,high,white,37,2014,98009,0
1690,0,0,1,0,F,1,749.1305205,Phone,A,Tenant,14,medium,yellow,22,2014,80040,0
1691,5,1,3,1,M,1,866.1686549,Broker,C,House,21,high,white,33,2014,20110,0
1692,0,0,3,0,F,1,878.7806733,Online,B,Condo,22,high,red,22,2014,85007,0
1693,14,0,2,0,F,0,916.9352748,Phone,A,House,15,high,blue,45,2014,85017,1
1694,14,0,1,0,M,1,901.0972675,Broker,B,House,21,high,blue,56,2014,85072,0
1695,7,0,4,0,F,1,938.0199748,Broker,A,Condo,17,medium,white,30,2014,98006,0
1696,2,0,1,5,M,1,1026.241265,Broker,C,House,12,high,white,26,2014,50028,0
1697,7,0,4,5,M,1,849.4730667,Phone,B,House,11,medium,yellow,43,2014,15012,0
1698,7,0,1,0,M,1,833.426263,Broker,C,House,18,low,white,32,2014,98011,1
1699,9,0,3,3,M,1,733.4004432,Phone,B,Condo,20,high,yellow,42,2014,50028,0
1700,13,0,1,2,F,1,896.3516341,Broker,C,House,19,high,blue,55,2014,80035,0
1701,20,0,2,2,F,1,928.5204587,Phone,C,House,12,high,yellow,68,2014,80005,0
1702,6,0,2,0,M,0,1094.154273,Phone,A,Tenant,15,high,white,35,2014,15054,1
1703,20,0,2,0,F,0,1027.108654,Online,A,House,21,high,white,39,2014,85055,1
1704,15,0,2,0,M,0,819.4513578,Phone,C,Condo,13,high,blue,41,2014,80022,0
1705,5,0,1,1,M,1,931.0324683,Broker,C,House,12,low,white,25,2014,85022,0
1706,0,0,1,5,F,1,927.479664,Online,B,House,17,high,white,22,2014,50025,1
1707,7,0,1,9,M,1,915.1803144,Phone,C,House,10,low,red,60,2014,80025,1
1708,5,0,2,0,M,0,921.8925194,Broker,C,Condo,15,medium,blue,29,2014,80011,0
1709,17,0,3,0,M,1,986.5433255,Phone,B,Condo,14,high,blue,47,2014,50055,0
1710,22,0,1,0,F,1,943.4457395,Broker,B,Condo,20,medium,white,43,2014,50021,1
1711,14,0,1,0,F,0,753.1806505,Online,C,House,14,high,yellow,41,2014,15001,0
1712,14,0,1,0,F,0,740.9425029,Broker,C,House,12,high,white,65,2014,50059,0
1713,4,0,3,4,M,1,920.3288749,Phone,A,House,10,medium,white,27,2014,15051,1
1714,17,0,3,1,F,1,945.2259924,Broker,A,House,13,high,red,41,2014,20144,0
1715,15,0,1,1,F,1,941.9826677,Phone,B,Tenant,14,low,red,44,2014,85066,1
1716,14,0,3,1,F,1,1001.740591,Broker,B,House,15,high,yellow,52,2014,85075,0
1717,17,0,5,2,M,1,1160.749293,Broker,B,House,13,high,blue,48,2014,80028,0
1718,0,0,1,0,F,1,838.3901144,Online,C,House,12,high,white,21,2014,15012,0
1719,15,0,1,4,M,1,790.0451233,Broker,C,House,14,high,white,45,2014,15046,0
1720,18,0,1,0,M,1,886.2259618,Broker,B,House,10,high,yellow,40,2014,98004,1
1721,14,0,2,0,F,1,870.105436,Phone,C,House,15,high,blue,90,2014,80014,0
1722,16,0,1,5,M,1,878.187497,Broker,B,House,17,high,white,43,2014,15051,0
1723,13,0,3,3,F,1,824.9701323,Phone,C,Condo,15,high,white,37,2014,85034,1
1724,16,0,1,0,F,0,884.1035464,Online,A,Condo,14,high,blue,42,2014,50059,1
1725,17,0,3,0,M,1,884.4338807,Phone,C,Condo,12,medium,blue,46,2014,50022,0
1726,18,1,5,2,F,1,958.1353021,Broker,C,House,16,high,blue,41,2014,80028,1
1727,24,0,2,0,M,1,763.8515903,Broker,C,House,16,medium,white,46,2014,50049,0
1728,4,0,1,0,F,1,950.1985387,Broker,C,Condo,12,low,white,32,2014,80033,0
1729,11,0,3,1,M,0,934.1389407,Phone,C,House,19,high,white,51,2014,80012,1
1730,8,0,4,1,F,0,905.532908,Broker,C,Condo,15,high,blue,57,2014,20152,0
1731,0,0,1,2,F,0,840.2503866,Online,B,Tenant,21,high,white,43,2014,85075,0
1732,12,0,2,0,F,0,817.7879107,Broker,B,House,20,high,white,58,2014,85028,0
1733,4,1,2,0,M,0,830.2253638,Broker,C,Condo,19,high,white,32,2014,15025,0
1734,17,0,1,2,F,1,854.0602429,Phone,A,Tenant,17,high,red,47,2014,80015,0
1735,12,0,1,1,F,1,976.224122,Broker,A,House,8,high,white,61,2014,85028,0
1736,16,1,1,1,F,0,950.6279697,Phone,B,House,13,medium,white,63,2014,15052,0
1737,10,0,3,3,F,1,828.0949038,Broker,B,House,19,high,white,40,2014,15021,0
1738,14,0,1,7,M,1,888.9730048,Broker,C,Condo,16,low,red,45,2014,15054,0
1739,16,0,1,0,M,0,799.3957047,Broker,A,Tenant,21,high,white,50,2014,15060,0
1740,3,0,1,1,M,0,1000.212522,Phone,B,Condo,17,medium,white,28,2014,85046,0
1741,21,0,3,1,M,1,840.7265254,Phone,C,House,17,high,blue,44,2014,80022,-1
1742,13,0,3,10,M,1,958.7543048,Broker,A,House,14,medium,red,41,2014,50021,1
1743,5,0,5,5,F,1,867.4183374,Broker,C,Condo,11,medium,white,27,2014,85027,1
1744,5,0,1,1,F,0,920.7118788,Online,C,House,13,medium,white,23,2014,85069,1
1745,17,0,1,1,F,1,920.8580051,Phone,C,House,29.45983813,high,red,62,2014,85071,0
1746,15,0,3,0,M,0,1074.628848,Online,C,House,12,high,white,54,2014,50034,1
1747,16,0,1,2,M,1,1026.953667,Broker,C,House,21,low,red,43,2014,85071,0
1748,13,1,1,4,F,1,848.359895,Broker,C,House,13,high,yellow,50,2014,20149,0
1749,16,0,2,4,F,1,949.7927658,Broker,C,House,41.57035531,low,red,39,2014,80012,0
1750,10,0,1,9,M,1,898.9702526,Online,C,House,17,medium,red,54,2014,80046,0
1751,9,0,1,0,F,0,786.4784149,Phone,B,House,21,NA,white,51,2014,20141,1
1752,12,0,3,1,F,1,868.0645784,Phone,C,House,18,low,white,53,2014,50037,1
1753,12,0,2,2,M,1,937.6309649,Broker,C,House,8,high,blue,75,2014,98004,0
1754,8,0,2,0,M,1,812.7635281,Broker,B,House,17,low,red,61,2014,80011,0
1755,22,0,1,3,F,1,881.6986549,Phone,A,House,20,high,white,69,2014,85008,0
1756,4,1,1,0,M,0,914.5471365,Online,C,Tenant,18,low,red,23,2014,50035,0
1757,4,1,4,3,M,1,829.4460893,Broker,A,Condo,15,high,blue,31,2014,15051,-1
1758,15,1,2,1,M,1,820.7295822,Phone,C,Condo,17,low,yellow,42,2014,80014,0
1759,16,0,1,6,F,1,941.2826076,Phone,B,Tenant,13,high,red,49,2014,85027,0
1760,12,0,4,0,M,0,992.3405547,Broker,C,House,19,high,white,38,2014,15057,0
1761,15,0,2,0,F,1,968.5751515,Broker,A,House,12,high,red,54,2014,15001,0
1762,14,0,1,3,M,1,924.1570238,Phone,B,House,20,high,blue,59,2014,80016,1
1763,9,0,2,1,M,1,778.6582201,Phone,B,House,12,low,red,38,2014,50049,1
1764,13,0,2,1,F,0,788.645296,Phone,C,House,21,high,red,48,2014,50020,0
1765,7,1,1,0,M,0,981.9340306,Broker,A,House,12,low,red,28,2014,85034,1
1766,3,0,1,0,M,1,901.819367,Broker,A,House,21,high,blue,25,2014,85042,0
1767,17,0,5,0,M,1,994.9631006,Phone,A,House,11,high,yellow,59,2014,15052,0
1768,5,0,2,0,F,0,784.8253175,Broker,A,Condo,16,low,blue,29,2014,50021,0
1769,6,1,1,0,M,1,754.9291809,Phone,C,Condo,16,high,white,27,2014,80034,1
1770,15,0,2,0,F,1,979.507778,Online,B,House,16,high,white,56,2014,85046,0
1771,14,0,2,4,M,1,829.6553272,Broker,A,House,18,low,white,49,2014,80016,0
1772,8,0,1,0,M,0,878.4022896,Broker,B,Tenant,14,high,white,48,2014,50027,0
1773,13,0,2,1,M,1,1024.18703,Broker,B,House,14,high,red,51,2014,80020,0
1774,3,0,2,3,F,1,904.4113251,Broker,A,House,14,high,white,27,2014,80024,0
1775,19,0,2,1,M,1,918.7320346,Broker,A,House,12,high,red,51,2014,80015,0
1776,16,0,2,0,F,1,874.902015,Broker,C,Tenant,14,high,white,39,2014,80034,0
1777,10,0,3,0,M,1,922.1882535,Broker,C,House,16,high,blue,47,2014,80022,0
1778,6,1,2,6,F,1,829.6190105,Broker,A,House,22,low,red,57,2014,85024,1
1779,20,1,1,4,M,1,1003.815176,Phone,A,Condo,14,high,white,46,2014,50027,0
1780,20,1,1,0,M,0,909.7560545,Online,B,House,18,high,white,51,2014,15003,1
1781,4,1,1,0,M,0,854.4487156,Phone,A,House,14,high,blue,25,2014,85022,0
1782,17,0,1,0,F,0,901.223222,Broker,C,Tenant,14,medium,yellow,49,2014,20135,0
1783,0,0,2,0,F,1,835.1008926,Broker,C,Tenant,9,high,white,37,2014,15010,0
1784,11,1,1,1,M,0,809.8366937,Phone,A,Tenant,13,high,white,37,2014,50001,0
1785,6,0,1,1,F,1,1048.480185,Broker,C,Condo,20,high,blue,30,2014,50025,0
1786,22,0,1,0,M,0,866.5261259,Broker,A,House,14,high,red,54,2014,20151,0
1787,2,0,4,0,F,1,931.4809364,Broker,B,House,15,high,yellow,35,2014,80002,0
1788,18,1,3,0,M,1,923.913141,Phone,C,House,16,high,white,39,2014,15012,0
1789,13,1,2,4,F,1,936.6993191,Phone,C,Condo,17,low,white,40,2014,15010,0
1790,8,0,5,0,F,0,975.1917321,Broker,C,Tenant,13,high,yellow,37,2014,85027,0
1791,14,0,2,0,F,0,937.5209965,Phone,C,House,15,medium,blue,51,2014,15021,1
1792,15,0,2,6,F,1,868.9407418,Phone,B,House,14,high,blue,47,2014,15021,1
1793,17,0,4,0,M,0,760.3337093,Phone,A,House,15,medium,blue,66,2014,50031,0
1794,12,0,2,0,F,0,1060.179145,Phone,B,House,19,medium,blue,51,2014,98006,0
1795,18,0,2,8,M,1,907.3590977,Broker,C,House,15,high,white,67,2014,98001,0
1796,14,0,1,9,F,1,850.396569,Broker,C,House,15,high,white,51,2014,15001,0
1797,11,1,1,2,F,1,897.9724119,Broker,B,Tenant,15,high,red,47,2014,50051,0
1798,3,0,2,0,M,1,842.8184721,Phone,A,House,14,high,white,21,2014,80022,0
1799,5,1,2,2,M,1,959.1889772,Phone,C,Tenant,19,high,blue,36,2014,15025,0
1800,19,0,2,4,M,1,762.0153568,Broker,C,House,16,high,yellow,54,2014,50059,1
1801,7,0,1,7,F,1,887.4188003,Online,C,Condo,16,high,yellow,42,2014,15046,0
1802,9,1,2,0,F,1,952.4056775,Phone,C,House,17,high,blue,38,2014,80035,0
1803,18,1,4,0,F,1,894.8529176,Broker,C,House,17,high,white,37,2014,50020,0
1804,14,0,2,0,M,0,917.5340433,Phone,C,Condo,15,high,blue,42,2014,50043,0
1805,12,0,4,1,M,1,1045.49079,Broker,B,Tenant,19,high,red,48,2014,98002,0
1806,9,1,2,1,M,1,882.6279857,Phone,C,House,20,low,blue,30,2014,50021,1
1807,16,0,1,1,F,1,1035.967973,Online,A,Condo,13,high,blue,40,2014,50036,0
1808,15,0,2,1,M,1,915.6627715,Phone,A,House,11,medium,white,46,2014,50011,0
1809,8,1,1,1,F,0,802.2953469,Broker,C,Condo,11,high,white,33,2014,85026,0
1810,16,0,1,1,F,1,935.006618,Broker,A,House,19,medium,red,39,2014,50028,0
1811,13,1,4,1,F,1,935.6782957,Broker,B,Tenant,13,medium,white,37,2014,98006,1
1812,12,0,1,2,F,1,930.941443,Broker,C,Tenant,14,high,blue,49,2014,85024,0
1813,4,1,2,1,M,1,923.8524501,Broker,B,Tenant,17,high,blue,36,2014,50007,1
1814,12,0,6,1,F,1,826.8944735,Phone,B,House,11,low,white,62,2014,85073,0
1815,7,1,1,0,F,1,818.4006588,Broker,C,House,11,high,blue,31,2014,15003,0
1816,11,0,2,0,F,1,834.8466139,Broker,A,House,19,medium,red,52,2014,50021,0
1817,13,0,1,2,F,1,1001.276463,Broker,A,House,19,medium,blue,54,2014,98004,0
1818,16,0,3,2,F,1,876.186077,Broker,C,Tenant,18,high,yellow,43,2014,15018,0
1819,1,0,1,0,F,1,862.1812949,Broker,A,Tenant,14,high,white,36,2014,50001,0
1820,10,0,1,0,M,1,820.1935853,Broker,A,House,17,high,white,73,2014,98021,1
1821,17,0,2,8,F,1,884.6310906,Broker,C,House,13,high,blue,53,2014,20106,1
1822,6,0,6,1,F,1,1047.843558,Phone,A,House,16,high,white,67,2014,85078,0
1823,5,0,5,0,M,0,828.5901464,Broker,C,Condo,16,medium,white,32,2014,50058,0
1824,15,1,1,7,M,1,1019.050841,Phone,C,Condo,12,low,white,46,2014,50006,0
1825,15,0,1,4,F,1,841.6658804,Broker,C,Tenant,9,low,red,43,2014,80035,0
1826,5,1,2,1,M,1,880.6280025,Phone,B,House,11,medium,white,28,2014,98011,1
1827,12,0,1,1,M,1,921.5137122,Phone,B,Tenant,21,medium,white,49,2014,15001,1
1828,11,0,1,1,M,1,888.8466631,Phone,C,House,9,high,white,54,2014,50049,0
1829,16,0,2,0,M,0,989.9076281,Broker,A,House,18,medium,white,66,2014,50025,1
1830,17,0,5,0,F,0,834.0284385,Phone,B,House,13,low,red,66,2014,80022,0
1831,15,0,2,0,F,1,858.9435461,Broker,A,Tenant,20,high,white,47,2014,98033,0
1832,5,1,2,1,M,1,854.0324842,Broker,A,House,13,low,blue,30,2014,15021,0
1833,21,0,3,2,M,1,874.0686743,Phone,C,House,13,high,white,62,2014,50021,0
1834,21,1,1,0,M,1,958.4364886,Broker,C,Tenant,16,high,red,41,2014,15025,0
1835,9,0,2,1,M,1,938.1113553,Broker,A,Condo,14,medium,blue,43,2014,80028,0
1836,11,1,2,0,M,0,791.7725499,Phone,A,Condo,15,medium,blue,47,2014,98011,1
1837,14,0,1,0,M,0,870.1178128,Phone,B,House,18,medium,yellow,46,2014,85083,0
1838,1,1,3,0,M,1,796.8337023,Broker,B,Tenant,20,low,red,26,2014,50027,1
1839,16,0,1,0,M,1,963.612529,Phone,B,House,11,high,white,49,2014,50001,0
1840,11,0,3,4,F,1,801.3050306,Phone,B,Condo,10,high,blue,52,2014,85034,1
1841,6,0,1,0,F,0,721.9764774,Broker,A,House,13,medium,yellow,33,2014,80015,0
1842,18,0,5,0,F,0,860.9308808,Phone,A,House,15,high,red,71,2014,50054,0
1843,9,0,2,1,F,1,694.5009226,Phone,A,Tenant,14,medium,yellow,34,2014,50020,0
1844,9,0,2,0,M,0,900.7348788,Phone,B,House,20,high,red,66,2014,50001,0
1845,6,0,5,0,M,0,882.6803454,Broker,A,Condo,19,medium,white,35,2014,50049,0
1846,13,1,2,6,F,1,827.5129111,Phone,C,Tenant,13,high,red,34,2014,15057,1
1847,22,1,5,2,M,1,812.6408251,Broker,A,Tenant,18,high,white,41,2014,85071,1
1848,5,1,2,1,M,1,993.604,Broker,B,Condo,15,medium,blue,33,2014,85003,0
1849,4,1,1,1,F,0,1029.1915,Online,A,Tenant,12,low,white,23,2014,98022,1
1850,11,0,2,0,F,0,983.8068985,Broker,C,Condo,26,high,blue,39,2014,80012,0
1851,13,0,2,0,F,0,918.939693,Phone,A,Tenant,17,medium,red,44,2014,15001,0
1852,16,0,3,1,M,1,835.7927546,Phone,A,House,16,high,red,48,2014,85025,0
